,date,net_sentiment,stock_name,sofr_rate,NewsCount,NewsTone,unemployment,Fed_Rate,RiskAppetite,Open,High,Low,Close,Volume,FOMC,Log_Volume,Intraday_Range,Close_Lag1,Log_Return,Log_Buzz,Sentiment_Lag1,Log_Buzz_Lag1,Volatility_Lag1,Return_Abs_Lag1
129,2020-05-07,0.13074204946996468,AAPL,0.05,660.0,0.0019927635973433,20929.0,0.25,-0.28989999999999994,75.81,76.29,75.49,75.93,115215200.0,0,18.562312250646016,0.010552697531915109,75.16,0.010192688679877849,6.493753839851686,0.05813953488372093,6.523562306149512,0.014512048992875556,0.010297650342014417
130,2020-05-08,0.2182254196642686,AAPL,0.06,608.0,0.0024018236963321,20929.0,0.25,-0.28989999999999994,76.41,77.59,76.07,77.53,133838400.0,0,18.71214366747046,0.01989268420103499,75.93,0.02085309500572522,6.411818267709897,0.13074204946996468,6.493753839851686,0.010552697531915109,0.010192688679877849
134,2020-05-11,0.31343283582089554,AAPL,0.06,518.0,-0.00023557744046,20929.0,0.25,-0.28989999999999994,77.03,79.26,76.81,78.75,145946400.0,0,18.79874999583052,0.03180578994783779,77.53,0.015613319474874772,6.251903883165888,0.2182254196642686,6.411818267709897,0.01989268420103499,0.02085309500572522
135,2020-05-12,-0.09126984126984126,AAPL,0.06,674.0,0.0035846359407222,20929.0,0.25,-0.28989999999999994,79.46,79.92,77.73,77.85,162301200.0,0,18.90496443233421,0.027561036996279733,78.75,-0.011494379425735134,6.51471269087253,0.31343283582089554,6.251903883165888,0.03180578994783779,0.015613319474874772
136,2020-05-13,-0.3699788583509514,AAPL,0.04,687.0,-0.0037162277235883,20929.0,0.25,-0.28989999999999994,78.04,78.99,75.8,76.91,200622400.0,0,19.11693509724751,0.04087647359804245,77.85,-0.012147991211044864,6.5337888379333435,-0.09126984126984126,6.51471269087253,0.027561036996279733,0.011494379425735134
137,2020-05-14,0.1130820399113082,AAPL,0.02,584.0,0.0017388369078252,20929.0,0.25,-0.273,76.13,77.45,75.38,77.39,158929200.0,0,18.883969384289824,0.027190332322712524,76.91,0.006221666213405348,6.371611847231857,-0.3699788583509514,6.5337888379333435,0.04087647359804245,0.012147991211044864
138,2020-05-15,0.17813765182186234,AAPL,0.05,933.0,0.0150606635516549,20929.0,0.25,-0.273,75.09,76.97,75.05,76.93,166348400.0,0,18.929594948119263,0.02556931681641109,77.39,-0.005961655811524427,6.839476438228843,0.1130820399113082,6.371611847231857,0.027190332322712524,0.006221666213405348
141,2020-05-18,0.4362934362934363,AAPL,0.04,974.0,-0.0024213453895861,20929.0,0.25,-0.273,78.29,79.13,77.58,78.74,135178400.0,0,18.722105952893642,0.019798186228151937,76.93,0.0232553680447479,6.882437470997847,0.17813765182186234,6.839476438228843,0.02556931681641109,0.005961655811524427
142,2020-05-19,0.1981981981981982,AAPL,0.04,959.0,-0.0004919519671806,20929.0,0.25,-0.273,78.76,79.63,78.25,78.29,101729600.0,0,18.43782888061538,0.017521584558465968,78.74,-0.005731404595768509,6.866933284461882,0.4362934362934363,6.882437470997847,0.019798186228151937,0.0232553680447479
143,2020-05-20,0.1297709923664122,AAPL,0.01,1213.0,-0.0012338444099421,20929.0,0.25,-0.273,79.17,79.88,79.13,79.81,111504800.0,0,18.52957820623343,0.009473285334157725,78.29,0.019228928968094687,7.101675971619444,0.1981981981981982,6.866933284461882,0.017521584558465968,0.005731404595768509
144,2020-05-21,0.09743589743589744,AAPL,0.02,1122.0,-0.0025928483784426,20929.0,0.25,-0.16020000000000006,79.67,80.22,78.97,79.21,102688800.0,0,18.447213623188503,0.01568972009342416,79.81,-0.007546256411729349,7.023758954738443,0.1297709923664122,7.101675971619444,0.009473285334157725,0.019228928968094687
145,2020-05-22,0.26136363636363635,AAPL,0.04,651.0,0.0020364337264654,20929.0,0.25,-0.16020000000000006,78.94,79.81,78.84,79.72,81803200.0,0,18.21982693283668,0.012287813527706117,79.21,0.006417941868405719,6.480044561926653,0.09743589743589744,7.023758954738443,0.01568972009342416,0.007546256411729349
149,2020-05-26,0.2840466926070039,AAPL,0.06,638.0,-0.0005410677426616,20929.0,0.25,-0.16020000000000006,80.88,81.06,79.13,79.18,125522000.0,0,18.647991607944583,0.023862512361045772,79.72,-0.00679675366660933,6.459904454377535,0.26136363636363635,6.480044561926653,0.012287813527706117,0.006417941868405719
150,2020-05-27,0.1643192488262911,AAPL,0.06,698.0,-0.002143485350176,20929.0,0.25,-0.16020000000000006,79.04,79.68,78.27,79.53,112945200.0,0,18.542413312149183,0.0178390688236541,79.18,0.004410567291059207,6.54965074223381,0.2840466926070039,6.459904454377535,0.023862512361045772,0.00679675366660933
151,2020-05-28,0.10869565217391304,AAPL,0.06,859.0,0.0002013742201774,20929.0,0.25,-0.09060000000000001,79.19,80.86,78.91,79.56,133560800.0,0,18.710067370326325,0.024624321249573936,79.53,0.00037714501672756547,6.756932389247553,0.1643192488262911,6.54965074223381,0.0178390688236541,0.004410567291059207
152,2020-05-29,-0.010452961672473868,AAPL,0.06,683.0,-0.0001953511247977,20929.0,0.25,-0.09060000000000001,79.81,80.29,79.12,79.49,153532400.0,0,18.8494221841502,0.014659817063693818,79.56,-0.0008802264007502866,6.52795791762255,0.10869565217391304,6.756932389247553,0.024624321249573936,0.00037714501672756547
155,2020-06-01,0.1330049261083744,AAPL,0.06,753.0,-0.015909988839609,17652.0,0.25,-0.09060000000000001,79.44,80.59,79.3,80.46,80791200.0,0,18.207378619046597,0.016238670692819986,79.49,0.012128938936620974,6.625392368007956,-0.010452961672473868,6.52795791762255,0.014659817063693818,0.0008802264007502866
156,2020-06-02,0.1388888888888889,AAPL,0.07,703.0,-0.0081634852686617,17652.0,0.25,-0.09060000000000001,80.19,80.86,79.73,80.83,87642800.0,0,18.288780032472925,0.014091532608293805,80.46,0.00458801722411096,6.556778356158042,0.1330049261083744,6.625392368007956,0.016238670692819986,0.012128938936620974
157,2020-06-03,0.18181818181818182,AAPL,0.06,749.0,-0.0153121384633364,17652.0,0.25,-0.09060000000000001,81.17,81.55,80.57,81.28,104491200.0,0,18.464613424867103,0.012073426141176171,80.83,0.0055518000844189085,6.620073206530356,0.1388888888888889,6.556778356158042,0.014091532608293805,0.00458801722411096
158,2020-06-04,-0.16455696202531644,AAPL,0.07,713.0,-0.0216728129251134,17652.0,0.25,-0.043200000000000016,81.1,81.4,80.19,80.58,87560400.0,0,18.287839410325216,0.014919852032685692,81.28,-0.008649504066970595,6.570882962339584,0.18181818181818182,6.620073206530356,0.012073426141176171,0.0055518000844189085
159,2020-06-05,0.38235294117647056,AAPL,0.07,574.0,-0.0097785124578465,17652.0,0.25,-0.043200000000000016,80.84,82.94,80.81,82.88,137250400.0,0,18.73731756002542,0.026348342401490747,80.58,0.028143298747971637,6.354370040797351,-0.16455696202531644,6.570882962339584,0.014919852032685692,0.008649504066970595
162,2020-06-08,0.38860103626943004,AAPL,0.07,574.0,-0.0014566426801996,17652.0,0.25,-0.043200000000000016,82.56,83.4,81.83,83.36,95654400.0,0,18.3762522642923,0.01901647286591379,82.88,0.005774799493883958,6.354370040797351,0.38235294117647056,6.354370040797351,0.026348342401490747,0.028143298747971637
163,2020-06-09,0.4157303370786517,AAPL,0.08,856.0,0.0008990046883604,17652.0,0.25,-0.043200000000000016,83.04,86.4,83.0,86.0,147712400.0,1,18.810777704708315,0.040944123309134925,83.36,0.031178718248451046,6.75343791859778,0.38860103626943004,6.354370040797351,0.01901647286591379,0.005774799493883958
164,2020-06-10,0.13227513227513227,AAPL,0.07,637.0,-0.0001356617134874,17652.0,0.25,-0.043200000000000016,86.97,88.69,86.52,88.21,166651600.0,1,18.93141596963257,0.024951132571582046,86.0,0.02537303901716778,6.45833828334479,0.4157303370786517,6.75343791859778,0.040944123309134925,0.031178718248451046
165,2020-06-11,-0.08362369337979095,AAPL,0.08,698.0,0.002263171564926,17652.0,0.25,-0.037699999999999956,87.33,87.76,83.87,83.97,201662400.0,0,19.122105575037182,0.04454368486836785,88.21,-0.04926074307520371,6.54965074223381,0.13227513227513227,6.45833828334479,0.024951132571582046,0.02537303901716778
166,2020-06-12,-0.03296703296703297,AAPL,0.08,751.0,0.0018546746557189,17652.0,0.25,-0.037699999999999956,86.18,86.95,83.56,84.7,200146000.0,0,19.114557663188265,0.03933627291258573,83.97,0.008656009462536888,6.62273632394984,-0.08362369337979095,6.54965074223381,0.04454368486836785,0.04926074307520371
169,2020-06-15,0.24074074074074073,AAPL,0.09,612.0,-0.0110741086976374,17652.0,0.25,-0.037699999999999956,83.31,86.42,83.14,85.75,138808800.0,0,18.748608011807768,0.039371023881962446,84.7,0.012320484388040657,6.418364935936212,-0.03296703296703297,6.62273632394984,0.03933627291258573,0.008656009462536888
170,2020-06-16,0.3567251461988304,AAPL,0.09,1469.0,-0.0124893060728203,17652.0,0.25,-0.037699999999999956,87.86,88.3,86.18,88.02,165428800.0,0,18.924051454778418,0.02412929660549394,85.75,0.026127975336896085,7.293017679772782,0.24074074074074073,6.418364935936212,0.039371023881962446,0.012320484388040657
171,2020-06-17,0.1771117166212534,AAPL,0.09,761.0,-0.0038363964672397,17652.0,0.25,-0.037699999999999956,88.79,88.85,87.77,87.9,114406400.0,0,18.555267588141874,0.012163531927901374,88.02,-0.0013642566918139667,6.635946555686647,0.3567251461988304,7.293017679772782,0.02412929660549394,0.026127975336896085
172,2020-06-18,0.25477707006369427,AAPL,0.09,926.0,-0.0043640517710577,17652.0,0.25,-0.2341,87.85,88.36,87.31,87.93,96820400.0,0,18.388368284173506,0.011952191233699208,87.9,0.0003412386997794247,6.831953565565855,0.1771117166212534,6.635946555686647,0.012163531927901374,0.0013642566918139667
173,2020-06-19,0.21858864027538727,AAPL,0.09,1227.0,-0.0088117340043143,17652.0,0.25,-0.2341,88.66,89.14,86.29,87.43,264476000.0,0,19.39326107168674,0.03214527407713221,87.93,-0.005702570198111121,7.113142108707088,0.25477707006369427,6.831953565565855,0.011952191233699208,0.0003412386997794247
176,2020-06-22,0.43495400788436267,AAPL,0.08,2267.0,0.0046434668719838,17652.0,0.25,-0.2341,87.83,89.86,87.79,89.72,135445200.0,0,18.72407769581973,0.02356825685715941,87.43,0.025855236459207863,7.7266536648476425,0.21858864027538727,7.113142108707088,0.03214527407713221,0.005702570198111121
177,2020-06-23,0.30214424951267055,AAPL,0.07,2172.0,0.0058418513042503,17652.0,0.25,-0.2341,91.0,93.1,90.57,91.63,212155600.0,0,19.17283053039538,0.02780219779914263,89.72,0.0210650193251142,7.6838639802564295,0.43495400788436267,7.7266536648476425,0.02356825685715941,0.025855236459207863
178,2020-06-24,-0.12182061579651941,AAPL,0.08,983.0,0.0038805482875784,17652.0,0.25,-0.2341,91.25,92.2,89.63,90.01,192623200.0,0,19.076246512170936,0.02816438355855741,91.63,-0.017837953708127893,6.891625897052253,0.30214424951267055,7.6838639802564295,0.02780219779914263,0.0210650193251142
179,2020-06-25,0.2929782082324455,AAPL,0.09,804.0,0.0025855668564732,17652.0,0.25,-0.2476,90.18,91.25,89.39,91.21,137522400.0,0,18.739297378165105,0.020625415832709527,90.01,0.01324376492307305,6.690842277418564,-0.12182061579651941,6.891625897052253,0.02816438355855741,0.017837953708127893
180,2020-06-26,0.002881844380403458,AAPL,0.08,595.0,-0.0002605246592208,17652.0,0.25,-0.2476,91.1,91.33,88.25,88.41,205256800.0,0,19.13977244094883,0.03380900109398363,91.21,-0.031179454774353934,6.39024066706535,0.2929782082324455,6.690842277418564,0.020625415832709527,0.01324376492307305
183,2020-06-29,0.4732510288065844,AAPL,0.08,752.0,0.0030009689695027,17652.0,0.25,-0.2476,88.31,90.54,87.82,90.44,130646000.0,0,18.688001940966465,0.030800588831298915,88.41,0.02270156199205598,6.6240652277998935,0.002881844380403458,6.39024066706535,0.03380900109398363,0.031179454774353934
184,2020-06-30,0.4474708171206226,AAPL,0.1,715.0,-0.0006442567928002,17652.0,0.25,-0.2476,90.02,91.5,90.0,91.2,140223200.0,0,18.758746003895027,0.016662963783974347,90.44,0.00836824967051658,6.573680166960646,0.4732510288065844,6.6240652277998935,0.030800588831298915,0.02270156199205598
185,2020-07-01,0.36,AAPL,0.11,788.0,-0.0033340150125333,16352.0,0.25,-0.2476,91.28,91.84,90.98,91.03,110737200.0,0,18.522670393619762,0.009421560034024801,91.2,-0.0018657745630882483,6.670766320845874,0.4474708171206226,6.573680166960646,0.016662963783974347,0.00836824967051658
186,2020-07-02,0.18487394957983194,AAPL,0.11,697.0,-0.0046413791512177,16352.0,0.25,-0.23740000000000006,91.96,92.62,90.91,91.03,114041600.0,0,18.552073860843908,0.01859504132029206,91.03,0.0,6.548219102762372,0.36,6.670766320845874,0.009421560034024801,0.0018657745630882483
190,2020-07-06,0.6854838709677419,AAPL,0.1,469.0,-0.0021875750823829,16352.0,0.25,-0.23740000000000006,92.5,93.94,92.47,93.46,118655600.0,0,18.591735745800143,0.01589189189017384,91.03,0.026344414755082663,6.152732694704104,0.18487394957983194,6.548219102762372,0.01859504132029206,0.0
191,2020-07-07,0.4957983193277311,AAPL,0.1,613.0,-0.0037825687055304,16352.0,0.25,-0.23740000000000006,93.85,94.65,93.06,93.17,112424400.0,0,18.53779156261041,0.016941928607678042,93.46,-0.003107755809946414,6.419994928147142,0.6854838709677419,6.152732694704104,0.01589189189017384,0.026344414755082663
192,2020-07-08,0.4953271028037383,AAPL,0.1,742.0,0.0002998443378164,16352.0,0.25,-0.23740000000000006,94.18,95.38,94.09,95.34,117092000.0,0,18.57847051709728,0.013697175619696541,93.17,0.023023668314346084,6.610696044717759,0.4957983193277311,6.419994928147142,0.016941928607678042,0.003107755809946414
193,2020-07-09,0.6182795698924731,AAPL,0.1,685.0,0.0027541028978029,16352.0,0.25,-0.15510000000000002,96.26,96.32,94.67,95.75,125642800.0,0,18.648953526241677,0.017141076250037197,95.34,0.004291178284075808,6.530877627725885,0.4953271028037383,6.610696044717759,0.013697175619696541,0.023023668314346084
194,2020-07-10,0.65,AAPL,0.1,756.0,0.0001861083043861,16352.0,0.25,-0.15510000000000002,95.33,95.98,94.71,95.92,90257200.0,0,18.318173941467936,0.0133221441295163,95.75,0.0017738826585033847,6.6293632534374485,0.6182795698924731,6.530877627725885,0.017141076250037197,0.004291178284075808
197,2020-07-13,0.4504792332268371,AAPL,0.1,975.0,-0.0129688502811043,16352.0,0.25,-0.15510000000000002,97.26,99.96,95.26,95.48,191649200.0,0,19.071177180723968,0.04832407978117158,95.92,-0.0045977092486294314,6.883462586413092,0.65,6.6293632534374485,0.0133221441295163,0.0017738826585033847
198,2020-07-14,0.6900584795321637,AAPL,0.11,926.0,-0.004021967596907,16352.0,0.25,-0.15510000000000002,94.84,97.25,93.88,97.06,170989200.0,0,18.957110960425975,0.03553353015230567,95.48,0.016412542506440735,6.831953565565855,0.4504792332268371,6.883462586413092,0.04832407978117158,0.0045977092486294314
199,2020-07-15,0.732739420935412,AAPL,0.13,2374.0,-0.0139590836234342,16352.0,0.25,-0.15510000000000002,98.99,99.25,96.49,97.72,153198000.0,0,18.847241766882764,0.027881604199628138,97.06,0.006776902412469522,7.772752716468742,0.6900584795321637,6.831953565565855,0.03553353015230567,0.016412542506440735
200,2020-07-16,0.7097791798107256,AAPL,0.12,1061.0,-0.0091181535597806,16352.0,0.25,-0.14529999999999998,96.56,97.4,95.9,96.52,110577600.0,0,18.521228103938057,0.015534382765582604,97.72,-0.01235600563270871,6.967909201801884,0.732739420935412,7.772752716468742,0.027881604199628138,0.006776902412469522
201,2020-07-17,0.7124183006535948,AAPL,0.12,746.0,-0.0013486710024798,16352.0,0.25,-0.14529999999999998,96.99,97.15,95.84,96.33,92186800.0,0,18.339327522096784,0.013506547065315361,96.52,-0.001970443987298725,6.616065185132817,0.7097791798107256,6.967909201801884,0.015534382765582604,0.01235600563270871
204,2020-07-20,0.8819188191881919,AAPL,0.12,687.0,-0.0031965243318521,16352.0,0.25,-0.14529999999999998,96.42,98.5,96.06,98.36,90318000.0,0,18.318847345142686,0.025305953119134396,96.33,0.020854420578459563,6.5337888379333435,0.7124183006535948,6.616065185132817,0.013506547065315361,0.001970443987298725
205,2020-07-21,0.6754966887417219,AAPL,0.11,816.0,0.0061995036700451,16352.0,0.25,-0.14529999999999998,99.17,99.25,96.74,97.0,103433200.0,0,18.454436561342654,0.025310073608418922,98.36,-0.013923238844608932,6.705639094860003,0.8819188191881919,6.5337888379333435,0.025305953119134396,0.020854420578459563
206,2020-07-22,0.7560975609756098,AAPL,0.1,788.0,-0.0030767155789135,16352.0,0.25,-0.14529999999999998,96.69,97.97,96.6,97.27,89001600.0,0,18.304164916298664,0.014168993689712635,97.0,0.002779638377966181,6.670766320845874,0.6754966887417219,6.705639094860003,0.025310073608418922,0.013923238844608932
207,2020-07-23,0.4282238442822384,AAPL,0.1,757.0,-0.0104172895687434,16352.0,0.25,-0.2077,97.0,97.08,92.01,92.85,197004400.0,0,19.09873662655425,0.05226804123172488,97.27,-0.04650532908263421,6.630683385642372,0.7560975609756098,6.670766320845874,0.014168993689712635,0.002779638377966181
208,2020-07-24,0.4325068870523416,AAPL,0.1,740.0,-0.0026439587656759,16352.0,0.25,-0.2077,90.99,92.97,89.14,92.61,185438800.0,0,19.03823547183162,0.04209253763687299,92.85,-0.0025881606165371477,6.608000625296087,0.4282238442822384,6.630683385642372,0.05226804123172488,0.04650532908263421
211,2020-07-27,0.688212927756654,AAPL,0.1,561.0,-0.0037990081331995,16352.0,0.25,-0.2077,93.71,94.9,93.48,94.81,121214000.0,0,18.61306814472957,0.015153132001370938,92.61,0.02347776174769015,6.331501849893691,0.4325068870523416,6.608000625296087,0.04209253763687299,0.0025881606165371477
212,2020-07-28,0.4732142857142857,AAPL,0.1,796.0,0.0032907766429735,16352.0,0.25,-0.2077,94.37,94.55,93.25,93.25,103625600.0,1,18.45629497116166,0.013775564266845836,94.81,-0.016590830405942853,6.680854678790215,0.688212927756654,6.331501849893691,0.015153132001370938,0.02347776174769015
213,2020-07-29,0.6291390728476821,AAPL,0.09,937.0,-0.0020681085436649,16352.0,0.25,-0.2077,93.75,95.23,93.71,95.04,90329200.0,1,18.31897134374206,0.016213333331604022,93.25,0.01901379709040987,6.843749949006225,0.4732142857142857,6.680854678790215,0.013775564266845836,0.016590830405942853
214,2020-07-30,0.7290895632864545,AAPL,0.1,987.0,-0.0089723445466689,16352.0,0.25,-0.2824,94.19,96.3,93.77,96.19,158130000.0,0,18.87892804382341,0.02686060091019636,95.04,0.012027546550189306,6.895682697747868,0.6291390728476821,6.843749949006225,0.016213333331604022,0.01901379709040987
215,2020-07-31,0.7307110438729199,AAPL,0.1,1371.0,-0.000368956983635,16352.0,0.25,-0.2824,102.89,106.42,100.82,106.26,374336800.0,0,19.7406664875714,0.054427058017841756,96.19,0.0995635188582731,7.22402480828583,0.7290895632864545,6.895682697747868,0.02686060091019636,0.012027546550189306
218,2020-08-03,0.7016478751084129,AAPL,0.1,970.0,-0.0101406544935721,13461.0,0.25,-0.2824,108.2,111.64,107.89,108.94,308151200.0,0,19.54610113281747,0.034658040662231236,106.26,0.02490835093273127,6.878326468291325,0.7307110438729199,7.22402480828583,0.054427058017841756,0.0995635188582731
219,2020-08-04,0.6240409207161125,AAPL,0.09,972.0,-0.0046612794106498,13461.0,0.25,-0.2824,109.13,110.79,108.39,109.67,173071600.0,0,18.969215945450642,0.02199211948850073,108.94,0.00667858481658913,6.880384082186005,0.7016478751084129,6.878326468291325,0.034658040662231236,0.02490835093273127
220,2020-08-05,0.6805970149253732,AAPL,0.09,887.0,0.0007630712421294,13461.0,0.25,-0.2824,109.38,110.39,108.9,110.06,121776800.0,0,18.617700427118447,0.013622234410895709,109.67,0.003549814859495255,6.78897174299217,0.6240409207161125,6.880384082186005,0.02199211948850073,0.00667858481658913
221,2020-08-06,0.8568360773085183,AAPL,0.09,667.0,-0.0030373458117059,13461.0,0.25,-0.24310000000000004,110.4,114.41,109.8,113.9,202428800.0,0,19.125898782685095,0.04175724637302923,110.06,0.0342951988215237,6.504288173536645,0.6805970149253732,6.78897174299217,0.013622234410895709,0.003549814859495255
