,date,net_sentiment,stock_name,sofr_rate,NewsCount,NewsTone,unemployment,Fed_Rate,RiskAppetite,Open,High,Low,Close,Volume,FOMC,Log_Volume,Intraday_Range,Close_Lag1,Log_Return,Log_Buzz,Sentiment_Lag1,Log_Buzz_Lag1,Volatility_Lag1,Return_Abs_Lag1
351,2020-12-11,0.7857142857142857,AAPL,0.08,772.0,8.763141474547775e-05,10770.0,0.25,0.21200000000000002,122.43,122.76,120.55,122.41,86939800.0,0,18.2807264945874,0.01805113125720409,123.24,-0.006757607641046047,6.650279048587422,0.6842105263157895,6.54534966033442,0.03087136929204386,0.011917535548039185
354,2020-12-14,0.7151515151515152,AAPL,0.08,793.0,-0.00203871101746,10770.0,0.25,0.21200000000000002,122.6,123.35,121.54,121.78,79184500.0,0,18.187291143189555,0.014763458400100763,122.41,-0.005159927906993041,6.677083461247136,0.7857142857142857,6.650279048587422,0.01805113125720409,0.006757607641046047
355,2020-12-15,0.8520653218059558,AAPL,0.09,1002.0,0.001874633584404,10770.0,0.25,0.21200000000000002,124.34,127.9,124.13,127.88,157243700.0,1,18.873307395508807,0.030320090073160763,121.78,0.048876186011212734,6.910750787961936,0.7151515151515152,6.677083461247136,0.014763458400100763,0.005159927906993041
356,2020-12-16,0.7768361581920904,AAPL,0.09,884.0,-0.0023842695332649,10770.0,0.25,0.21200000000000002,127.41,128.37,126.56,127.81,98208600.0,1,18.40260435604726,0.014206106269978348,127.88,-0.000547538048017606,6.785587645007929,0.8520653218059558,6.910750787961936,0.030320090073160763,0.048876186011212734
357,2020-12-17,0.7838983050847458,AAPL,0.09,907.0,-0.0087503819683626,10770.0,0.25,0.17140000000000005,128.9,129.58,128.04,128.7,94359800.0,0,18.362625703557057,0.011947245926148547,127.81,0.006939328458457797,6.811244378601294,0.7768361581920904,6.785587645007929,0.014206106269978348,0.000547538048017606
358,2020-12-18,0.6494464944649446,AAPL,0.09,761.0,0.0020722750620544,10770.0,0.25,0.17140000000000005,128.96,129.1,126.12,126.66,192541500.0,0,19.0758222780664,0.02310794044485817,128.7,-0.01597778351379671,6.635946555686647,0.7838983050847458,6.811244378601294,0.011947245926148547,0.006939328458457797
361,2020-12-21,0.8703448275862069,AAPL,0.09,809.0,-0.0050678379257611,10770.0,0.25,0.17140000000000005,125.02,128.31,123.45,128.23,121251600.0,0,18.613378291818403,0.038873780192059365,126.66,0.012319195382740062,6.697034247666484,0.6494464944649446,6.635946555686647,0.02310794044485817,0.01597778351379671
362,2020-12-22,0.8478906714200832,AAPL,0.07,1151.0,-9.237570060411331e-05,10770.0,0.25,0.17140000000000005,131.61,134.41,129.65,131.88,168904800.0,0,18.944845806477655,0.036167464475634944,128.23,0.028066891732505806,7.049254841255837,0.8703448275862069,6.697034247666484,0.038873780192059365,0.012319195382740062
363,2020-12-23,0.8074074074074075,AAPL,0.06,1287.0,-0.0014930383251587,10770.0,0.25,0.17140000000000005,132.16,132.43,130.78,130.96,88223700.0,0,18.295386203699447,0.012484866827142532,131.88,-0.007000485140650696,7.160845906664299,0.8478906714200832,7.049254841255837,0.036167464475634944,0.028066891732505806
364,2020-12-24,0.9010752688172043,AAPL,0.08,490.0,-0.0023143513380452,10770.0,0.25,0.2158,131.32,133.46,131.1,131.97,54930100.0,0,17.821572044020918,0.017971367650169812,130.96,0.007682690965858531,6.19644412779452,0.8074074074074075,7.160845906664299,0.012484866827142532,0.007000485140650696
368,2020-12-28,0.9165613147914032,AAPL,0.09,443.0,0.0054040726554813,10770.0,0.25,0.2158,133.99,137.34,133.51,136.69,124486200.0,0,18.639705432384982,0.028584222701053586,131.97,0.035140964135823585,6.095824562432225,0.9010752688172043,6.19644412779452,0.017971367650169812,0.007682690965858531
369,2020-12-29,0.7948717948717948,AAPL,0.1,485.0,8.05303484073777e-06,10770.0,0.25,0.2158,138.05,138.79,134.34,134.87,121047300.0,0,18.611691944528104,0.0322346975710079,136.69,-0.013404236635795356,6.186208623900494,0.9165613147914032,6.095824562432225,0.028584222701053586,0.035140964135823585
370,2020-12-30,0.7685459940652819,AAPL,0.09,546.0,-0.0051634860052226,10770.0,0.25,0.2158,135.58,135.99,133.4,133.72,96452100.0,0,18.384557080386173,0.019103112552064993,134.87,-0.008563289976868442,6.304448802421981,0.7948717948717948,6.186208623900494,0.0322346975710079,0.013404236635795356
371,2020-12-31,0.7412935323383084,AAPL,0.07,457.0,-0.0021417735095709,10770.0,0.25,0.19279999999999997,134.08,134.74,131.72,132.69,99116600.0,0,18.41180750292963,0.022523866346768878,133.72,-0.007732481003552769,6.126869184114185,0.7685459940652819,6.304448802421981,0.019103112552064993,0.008563289976868442
375,2021-01-04,0.5838020247469067,AAPL,0.1,518.0,0.006537490173745,10236.0,0.25,0.19279999999999997,133.52,133.61,126.76,129.41,143301900.0,0,18.780464158586195,0.05130317555038178,132.69,-0.025029921714766316,6.251903883165888,0.7412935323383084,6.126869184114185,0.022523866346768878,0.007732481003552769
376,2021-01-05,0.7875457875457875,AAPL,0.11,623.0,0.0001258913928349,10236.0,0.25,0.19279999999999997,128.89,131.74,128.43,131.01,97664900.0,0,18.39705279965152,0.02568081309444638,129.41,0.012287997332000481,6.436150368369428,0.5838020247469067,6.251903883165888,0.05130317555038178,0.025029921714766316
377,2021-01-06,0.735632183908046,AAPL,0.1,701.0,0.0026317386594753,10236.0,0.25,0.19279999999999997,127.72,131.05,126.38,126.6,155088000.0,0,18.859503262162477,0.03656435953362334,131.01,-0.034241146455503475,6.553933404025811,0.7875457875457875,6.436150368369428,0.02568081309444638,0.012287997332000481
378,2021-01-07,0.9225449515905948,AAPL,0.1,503.0,0.0016802478339687,10236.0,0.25,0.13459999999999994,128.36,131.63,127.86,130.92,109578200.0,0,18.512149016710357,0.029370520409054926,126.6,0.03355393992290386,6.222576268071369,0.735632183908046,6.553933404025811,0.03656435953362334,0.034241146455503475
379,2021-01-08,0.8661971830985915,AAPL,0.09,898.0,0.0012309376945186,10236.0,0.25,0.13459999999999994,132.43,132.63,130.23,132.05,105158200.0,0,18.470976450414504,0.018122781845645076,130.92,0.008594189110161592,6.80128303447162,0.9225449515905948,6.222576268071369,0.029370520409054926,0.03355393992290386
382,2021-01-11,0.5665914221218962,AAPL,0.09,735.0,-0.0076252831168925,10236.0,0.25,0.13459999999999994,129.19,130.17,128.5,128.98,100384500.0,0,18.42451838079528,0.012926697111778934,132.05,-0.023523285160910033,6.601230118728877,0.8661971830985915,6.80128303447162,0.018122781845645076,0.008594189110161592
383,2021-01-12,0.732739420935412,AAPL,0.08,467.0,0.0032876282383552,10236.0,0.25,0.13459999999999994,128.5,129.69,126.86,128.8,91951100.0,0,18.336767482841775,0.022023346301788052,128.98,-0.0013965399119778771,6.148468295917647,0.5665914221218962,6.601230118728877,0.012926697111778934,0.023523285160910033
384,2021-01-13,0.8320610687022901,AAPL,0.08,753.0,0.0019876693821479,10236.0,0.25,0.13459999999999994,128.76,131.45,128.49,130.89,88636800.0,0,18.300057690510553,0.022988505745340903,128.8,0.016096462133374498,6.625392368007956,0.732739420935412,6.148468295917647,0.022023346301788052,0.0013965399119778771
385,2021-01-14,0.7287671232876712,AAPL,0.08,549.0,-0.0002622242881996,10236.0,0.25,0.13459999999999994,130.8,131.0,128.76,128.91,90221800.0,0,18.317781652059622,0.01712538226168773,130.89,-0.015242789348614434,6.309918278226516,0.8320610687022901,6.625392368007956,0.022988505745340903,0.016096462133374498
386,2021-01-15,0.619482496194825,AAPL,0.08,775.0,0.0021537425090985,10236.0,0.25,0.13459999999999994,128.78,130.22,127.0,127.14,111598500.0,0,18.530418175921636,0.02500388258852275,128.91,-0.013825644946750659,6.654152520183219,0.7287671232876712,6.309918278226516,0.01712538226168773,0.015242789348614434
390,2021-01-19,0.7189460476787954,AAPL,0.07,589.0,-0.0005383543749838,10236.0,0.25,0.13459999999999994,127.78,128.71,126.94,127.83,90757300.0,0,18.323699479663794,0.013851933008776733,127.14,0.005412414671667555,6.380122536899765,0.619482496194825,6.654152520183219,0.02500388258852275,0.013825644946750659
391,2021-01-20,0.918232044198895,AAPL,0.06,404.0,0.000921757290703,10236.0,0.25,0.13459999999999994,128.66,132.49,128.55,132.03,104319500.0,0,18.46296887277228,0.03062334835763846,127.83,0.032327913311179346,6.003887067106539,0.7189460476787954,6.380122536899765,0.013851933008776733,0.005412414671667555
392,2021-01-21,0.8591160220994475,AAPL,0.04,745.0,-0.0016969170367155,10236.0,0.25,0.08079999999999998,133.8,139.67,133.59,136.87,120150900.0,0,18.60425901907827,0.04544095664832267,132.03,0.0360024007320652,6.61472560020376,0.918232044198895,6.003887067106539,0.03062334835763846,0.032327913311179346
393,2021-01-22,0.867699642431466,AAPL,0.05,647.0,0.0047327679559698,10236.0,0.25,0.08079999999999998,136.28,139.85,135.02,139.07,114459400.0,0,18.555730741662273,0.03544173759645998,136.87,0.01594583326734442,6.473890696352274,0.8591160220994475,6.61472560020376,0.04544095664832267,0.0360024007320652
396,2021-01-25,0.9324950363997353,AAPL,0.06,780.0,-0.0007186997721898,10236.0,0.25,0.08079999999999998,143.07,145.09,136.54,142.92,157611700.0,0,18.875644977555893,0.05976095617112184,139.07,0.02730762966468942,6.660575149839686,0.867699642431466,6.473890696352274,0.03544173759645998,0.01594583326734442
397,2021-01-26,0.9035222052067381,AAPL,0.03,1108.0,0.0006971625268161,10236.0,0.25,0.08079999999999998,143.6,144.3,141.37,143.16,98390600.0,1,18.404455839167635,0.02040389972002763,142.92,0.0016778527426161351,7.011213987350367,0.9324950363997353,6.660575149839686,0.05976095617112184,0.02730762966468942
398,2021-01-27,0.8191489361702128,AAPL,0.03,1313.0,-0.0048412289939614,10236.0,0.25,0.08079999999999998,143.43,144.3,140.41,142.06,140843800.0,1,18.763162039958527,0.027121243810421823,143.16,-0.007713382328161091,7.1808311990445555,0.9035222052067381,7.011213987350367,0.02040389972002763,0.0016778527426161351
399,2021-01-28,0.8378896882494005,AAPL,0.04,2086.0,-0.0009007380179654,10236.0,0.25,-0.006500000000000006,139.52,141.99,136.7,137.09,142621100.0,0,18.775702028349528,0.037915711006456874,142.06,-0.035611859121855015,7.643482907077201,0.8191489361702128,7.1808311990445555,0.027121243810421823,0.007713382328161091
400,2021-01-29,0.6659959758551308,AAPL,0.06,886.0,-0.0037004126830613,10236.0,0.25,-0.006500000000000006,135.83,136.74,130.21,131.96,177523800.0,0,18.99461524803131,0.04807479937804058,137.09,-0.03813879808742826,6.787844982309579,0.8378896882494005,7.643482907077201,0.037915711006456874,0.035611859121855015
403,2021-02-01,0.7760467380720545,AAPL,0.07,844.0,-0.0028547966506951,9995.0,0.25,-0.006500000000000006,133.75,135.38,130.93,134.14,106239800.0,0,18.481209370573172,0.03327102803489554,131.96,0.016385184311210322,6.739336627357174,0.6659959758551308,6.787844982309579,0.04807479937804058,0.03813879808742826
404,2021-02-02,0.7458033573141487,AAPL,0.07,767.0,0.0032576025720872,9995.0,0.25,-0.006500000000000006,135.73,136.31,134.61,134.99,83305400.0,0,18.238023942970358,0.012524865540961763,134.14,0.006316670949144583,6.643789733147672,0.7760467380720545,6.739336627357174,0.03327102803489554,0.016385184311210322
405,2021-02-03,0.7723704866562009,AAPL,0.07,901.0,6.373683106445362e-05,9995.0,0.25,-0.006500000000000006,135.76,135.77,133.61,133.94,89880900.0,0,18.31399602970824,0.015910430169717826,134.99,-0.007808763138831582,6.804614520062624,0.7458033573141487,6.643789733147672,0.012524865540961763,0.006316670949144583
406,2021-02-04,0.8315018315018315,AAPL,0.05,878.0,-0.0067105518003477,9995.0,0.25,0.01759999999999995,136.3,137.4,134.59,137.39,84183100.0,0,18.248504758356884,0.020616287599367858,133.94,0.025431658453952743,6.778784897685177,0.7723704866562009,6.804614520062624,0.015910430169717826,0.007808763138831582
407,2021-02-05,0.8217054263565892,AAPL,0.02,726.0,0.0026430041642668,9995.0,0.25,0.01759999999999995,137.35,137.42,135.86,136.76,75693800.0,0,18.14220682601892,0.011357844920905682,137.39,-0.00459603216475632,6.588926477533519,0.8315018315018315,6.778784897685177,0.020616287599367858,0.025431658453952743
411,2021-02-08,0.8196531791907514,AAPL,0.02,949.0,-0.0011255112059077,9995.0,0.25,0.01759999999999995,136.03,136.96,134.92,136.91,71297200.0,0,18.08236762795197,0.014996691905094858,136.76,0.001096210874564164,6.856461984594587,0.8217054263565892,6.588926477533519,0.011357844920905682,0.00459603216475632
412,2021-02-09,0.8037135278514589,AAPL,0.05,727.0,-0.0007457400762805,9995.0,0.25,0.01759999999999995,136.62,137.88,135.85,136.01,76774200.0,0,18.15637921720347,0.014858732248949008,136.91,-0.006595363201002615,6.590301048196686,0.8196531791907514,6.856461984594587,0.014996691905094858,0.001096210874564164
413,2021-02-10,0.6374549819927972,AAPL,0.06,782.0,-0.0011950622175542,9995.0,0.25,0.01759999999999995,136.48,136.99,134.4,135.39,73046600.0,0,18.106608165304312,0.01897713950622972,136.01,-0.004568909937642521,6.663132695990803,0.8037135278514589,6.590301048196686,0.014858732248949008,0.006595363201002615
414,2021-02-11,0.6118343195266273,AAPL,0.06,569.0,0.0003176436087489,9995.0,0.25,0.19190000000000002,135.9,136.39,133.77,135.13,64280000.0,0,17.978759114390524,0.019278881529118375,135.39,-0.0019222244570247318,6.345636360828596,0.6374549819927972,6.663132695990803,0.01897713950622972,0.004568909937642521
415,2021-02-12,0.698340874811463,AAPL,0.05,545.0,0.0013732073474034,9995.0,0.25,0.19190000000000002,134.35,135.53,133.69,135.37,60145100.0,0,17.912270550683985,0.013695571268053945,135.13,0.0017744921477001938,6.302618975744905,0.6118343195266273,6.345636360828596,0.019278881529118375,0.0019222244570247318
419,2021-02-16,0.425,AAPL,0.06,600.0,0.0005456301019609,9995.0,0.25,0.19190000000000002,135.49,136.01,132.79,133.19,80576300.0,0,18.204715131982834,0.02376559155481838,135.37,-0.016235089984755684,6.398594934535208,0.698340874811463,6.302618975744905,0.013695571268053945,0.0017744921477001938
420,2021-02-17,0.49232012934519,AAPL,0.06,925.0,-0.0046487687782333,9995.0,0.25,0.19190000000000002,131.25,132.22,129.47,130.84,97918500.0,0,18.399646068196084,0.02095238095078458,133.19,-0.017801477542756006,6.8308742346461795,0.425,6.398594934535208,0.02376559155481838,0.016235089984755684
421,2021-02-18,0.542192046556741,AAPL,0.03,717.0,0.000810735896324,9995.0,0.25,0.2167,129.2,130.0,127.41,129.71,96856700.0,0,18.38874313489205,0.020046439626931416,130.84,-0.008674013317601462,6.576469569048224,0.49232012934519,6.8308742346461795,0.02095238095078458,0.017801477542756006
422,2021-02-19,0.4931237721021611,AAPL,0.02,759.0,0.0020032509750991,9995.0,0.25,0.2167,130.24,130.71,128.8,129.87,87668800.0,0,18.289076647185173,0.014665233414107371,129.71,0.0012327607694172175,6.633318433280377,0.542192046556741,6.576469569048224,0.020046439626931416,0.008674013317601462
425,2021-02-22,0.22058823529411764,AAPL,0.03,699.0,-0.0029022118201587,9995.0,0.25,0.2167,128.01,129.72,125.6,126.0,103916400.0,0,18.459097297317356,0.03218498554548984,129.87,-0.03025204317052091,6.551080335043404,0.4931237721021611,6.633318433280377,0.014665233414107371,0.0012327607694172175
426,2021-02-23,0.6567616737416616,AAPL,0.01,696.0,-0.0009588091798781,9995.0,0.25,0.2167,123.76,126.71,118.39,125.86,158273000.0,0,18.879831954398423,0.06722689075087043,126.0,-0.0011117288526904293,6.546785410760524,0.22058823529411764,6.551080335043404,0.03218498554548984,0.03025204317052091
427,2021-02-24,0.6039441248972884,AAPL,0.02,637.0,0.0013288414481198,9995.0,0.25,0.2167,124.94,125.56,122.23,125.35,111039900.0,0,18.525400163151765,0.026652793338670325,125.86,-0.0040603534944851334,6.45833828334479,0.6567616737416616,6.546785410760524,0.06722689075087043,0.0011117288526904293
428,2021-02-25,0.3686471009305655,AAPL,0.03,606.0,0.006516025258323,9995.0,0.25,0.22149999999999997,124.68,126.46,120.54,120.99,148199500.0,0,18.81406990374907,0.04748155277129589,125.35,-0.03540192705091595,6.408528791059498,0.6039441248972884,6.45833828334479,0.026652793338670325,0.0040603534944851334
429,2021-02-26,0.655994043186895,AAPL,0.01,593.0,-0.0009277047578354,9995.0,0.25,0.22149999999999997,122.59,124.85,121.2,121.26,164560400.0,0,18.918788240107173,0.02977404355740477,120.99,0.002229103090198341,6.386879319362645,0.3686471009305655,6.408528791059498,0.04748155277129589,0.03540192705091595
432,2021-03-01,0.8919368246051538,AAPL,0.02,556.0,0.0013951645760816,9756.0,0.25,0.22149999999999997,123.75,127.93,122.79,127.79,116307900.0,0,18.571751551552776,0.04153535353199715,121.26,0.052451290977027304,6.322565239927284,0.655994043186895,6.386879319362645,0.02977404355740477,0.002229103090198341
433,2021-03-02,0.6273849607182941,AAPL,0.04,685.0,-0.0009273321484164,9756.0,0.25,0.22149999999999997,128.41,128.72,125.01,125.12,102260900.0,0,18.443037958451555,0.02889183085204482,127.79,-0.021115014823611014,6.530877627725885,0.8919368246051538,6.322565239927284,0.04153535353199715,0.052451290977027304
434,2021-03-03,0.46875,AAPL,0.04,624.0,0.0004428803430204,9756.0,0.25,0.22149999999999997,124.81,125.71,121.84,122.06,112966300.0,0,18.54260011096088,0.031007130836390666,125.12,-0.02476054968065211,6.437751649736401,0.6273849607182941,6.530877627725885,0.02889183085204482,0.021115014823611014
435,2021-03-04,0.5265180630284396,AAPL,0.02,913.0,-0.003536482225755,9756.0,0.25,0.14939999999999998,121.75,123.6,118.62,120.13,178155000.0,0,18.998164521471676,0.04090349075639388,122.06,-0.015938237383065157,6.81783057145415,0.46875,6.437751649736401,0.031007130836390666,0.02476054968065211
436,2021-03-05,0.6373831775700934,AAPL,0.02,589.0,-0.0007417366030331,9756.0,0.25,0.14939999999999998,120.98,121.94,117.57,121.42,153766600.0,0,18.85094643280587,0.03612167300081656,120.13,0.010681119969004288,6.380122536899765,0.5265180630284396,6.81783057145415,0.04090349075639388,0.015938237383065157
439,2021-03-08,0.4194018964259664,AAPL,0.02,913.0,0.015731433104441,9756.0,0.25,0.14939999999999998,120.93,121.0,116.21,116.36,154376600.0,0,18.85490563614294,0.039609691553823774,121.42,-0.042566776075287104,6.81783057145415,0.6373831775700934,6.380122536899765,0.03612167300081656,0.010681119969004288
440,2021-03-09,0.7569811320754717,AAPL,0.02,882.0,0.000726075540616,9756.0,0.25,0.14939999999999998,119.03,122.06,118.79,121.09,129525800.0,0,18.67939065478034,0.027472065863440105,116.36,0.03984523713927414,6.78332520060396,0.4194018964259664,6.81783057145415,0.039609691553823774,0.042566776075287104
441,2021-03-10,0.7041984732824428,AAPL,0.02,879.0,0.0012832519723304,9756.0,0.25,0.14939999999999998,121.69,122.17,119.45,119.98,111943300.0,0,18.533503060004666,0.022351877720243902,121.09,-0.009209008541327845,6.779921907472252,0.7569811320754717,6.78332520060396,0.027472065863440105,0.03984523713927414
442,2021-03-11,0.8051044083526682,AAPL,0.01,868.0,-0.000740277242496,9756.0,0.25,0.2588,122.54,123.21,121.26,121.96,103026500.0,0,18.450496804362324,0.01591317120810231,119.98,0.016368059895106916,6.767343125265392,0.7041984732824428,6.779921907472252,0.022351877720243902,0.009209008541327845
443,2021-03-12,0.7404129793510325,AAPL,0.01,653.0,-0.0009002030844793,9756.0,0.25,0.2588,120.4,121.17,119.16,121.03,88105100.0,0,18.294040989343767,0.016694352158081908,121.96,-0.007654673369541567,6.483107351457199,0.8051044083526682,6.767343125265392,0.01591317120810231,0.016368059895106916
446,2021-03-15,0.8468335787923417,AAPL,0.01,472.0,0.0023541810987227,9756.0,0.25,0.2588,121.41,124.0,120.42,123.99,92403800.0,0,18.341678672129472,0.02948686269421901,121.03,0.024162468441238195,6.159095388491933,0.7404129793510325,6.483107351457199,0.016694352158081908,0.007654673369541567
447,2021-03-16,0.7759784075573549,AAPL,0.01,655.0,-0.0002683145663383,9756.0,0.25,0.2588,125.7,127.22,124.72,125.57,115227900.0,1,18.56242247308186,0.01988862370565723,123.99,0.01266245480912186,6.486160788944089,0.8468335787923417,6.159095388491933,0.02948686269421901,0.024162468441238195
448,2021-03-17,0.779746835443038,AAPL,0.01,773.0,-0.0027559110172922,9756.0,0.25,0.2588,124.05,125.86,122.34,124.76,111932600.0,1,18.53340747133333,0.028375654975544052,125.57,-0.006471480261269903,6.651571873589727,0.7759784075573549,6.486160788944089,0.01988862370565723,0.01266245480912186
449,2021-03-18,0.6376811594202898,AAPL,0.01,758.0,0.0067376501424948,9756.0,0.25,0.2535,122.88,123.18,120.32,120.53,121229700.0,0,18.613197659333515,0.023274739581439344,124.76,-0.03449320713935034,6.63200177739563,0.779746835443038,6.651571873589727,0.028375654975544052,0.006471480261269903
450,2021-03-19,0.6903870162297129,AAPL,0.01,679.0,6.323375996028872e-05,9756.0,0.25,0.2535,119.9,121.43,119.68,119.99,185549500.0,0,19.03883225616519,0.014595496245655088,120.53,-0.004490278623954705,6.522092798170152,0.6376811594202898,6.63200177739563,0.023274739581439344,0.03449320713935034
453,2021-03-22,0.8553846153846154,AAPL,0.01,617.0,-0.0081056971907423,9756.0,0.25,0.2535,120.33,123.87,120.26,123.39,111912300.0,0,18.533226095748056,0.03000083104545825,119.99,0.027941664934144878,6.42648845745769,0.6903870162297129,6.522092798170152,0.014595496245655088,0.004490278623954705
454,2021-03-23,0.5232774674115456,AAPL,0.01,642.0,-0.0013079093431375,9756.0,0.25,0.2535,123.33,124.24,122.14,122.54,95467100.0,0,18.37429225395331,0.017027487228003887,123.39,-0.006912563612933901,6.466144724237619,0.8553846153846154,6.42648845745769,0.03000083104545825,0.027941664934144878
455,2021-03-24,0.32727272727272727,AAPL,0.01,641.0,-0.0052757435532591,9756.0,0.25,0.2535,122.82,122.9,120.07,120.09,88530500.0,0,18.29885769466983,0.023041849859710098,122.54,-0.020196045624916545,6.464588303689961,0.5232774674115456,6.466144724237619,0.017027487228003887,0.006912563612933901
456,2021-03-25,0.4411764705882353,AAPL,0.01,580.0,-0.0059353111165008,9756.0,0.25,0.30380000000000007,119.54,121.66,119.0,120.59,98844700.0,0,18.409060499669565,0.022251965867303637,120.09,0.004154900442909317,6.364750756851911,0.32727272727272727,6.464588303689961,0.023041849859710098,0.020196045624916545
457,2021-03-26,0.6163934426229508,AAPL,0.01,533.0,0.000350701372765,9756.0,0.25,0.30380000000000007,120.35,121.48,118.92,121.21,94071200.0,0,18.359562510954973,0.021271292063043536,120.59,0.005128216366919308,6.280395838960195,0.4411764705882353,6.364750756851911,0.022251965867303637,0.004154900442909317
460,2021-03-29,0.6883629191321499,AAPL,0.01,476.0,-0.0048591019950455,9756.0,0.25,0.30380000000000007,121.65,122.58,120.73,121.39,80819200.0,0,18.20772513139894,0.015207562678568999,121.21,0.0014839244272916957,6.1675164908883415,0.6163934426229508,6.280395838960195,0.021271292063043536,0.005128216366919308
461,2021-03-30,0.4805194805194805,AAPL,0.01,895.0,-0.0017548775458826,9756.0,0.25,0.30380000000000007,120.11,120.4,118.86,119.9,85671900.0,0,18.266035453492098,0.012821580217065944,121.39,-0.012350440876243644,6.79794041297493,0.6883629191321499,6.1675164908883415,0.015207562678568999,0.0014839244272916957
462,2021-03-31,0.7777777777777778,AAPL,0.01,901.0,0.0009142482565346,9756.0,0.25,0.30380000000000007,121.65,123.52,121.15,122.15,118323800.0,0,18.58893550059728,0.019482120836869454,119.9,0.018591735670281013,6.804614520062624,0.4805194805194805,6.79794041297493,0.012821580217065944,0.012350440876243644
463,2021-04-01,0.6823338735818476,AAPL,0.01,657.0,0.0002975795362193,9762.0,0.25,0.22619999999999998,123.66,124.18,122.49,123.0,75089100.0,0,18.13418597970449,0.013666504931775408,122.15,0.006934557668668006,6.489204931325317,0.7777777777777778,6.804614520062624,0.019482120836869454,0.018591735670281013
467,2021-04-05,0.7801418439716312,AAPL,0.01,449.0,-0.001246893497779,9762.0,0.25,0.22619999999999998,123.87,126.16,123.07,125.9,88651200.0,0,18.300220138052058,0.02494550738476264,123.0,0.02330358567788408,6.1092475827643655,0.6823338735818476,6.489204931325317,0.013666504931775408,0.006934557668668006
468,2021-04-06,0.699047619047619,AAPL,0.01,605.0,0.0084995793036533,9762.0,0.25,0.22619999999999998,126.5,127.13,125.65,126.21,80171300.0,0,18.19967616590293,0.011699604742158054,125.9,0.0024592452202377092,6.406879986069314,0.7801418439716312,6.1092475827643655,0.02494550738476264,0.02330358567788408
469,2021-04-07,0.7834394904458599,AAPL,0.01,686.0,0.0007956634034127,9762.0,0.25,0.22619999999999998,125.83,127.92,125.14,127.9,83466700.0,0,18.239958319863877,0.02209330048302526,126.21,0.013301522314257911,6.532334292222349,0.699047619047619,6.406879986069314,0.011699604742158054,0.0024592452202377092
470,2021-04-08,0.8084677419354839,AAPL,0.01,654.0,-0.0097559481506225,9762.0,0.25,0.36519999999999997,128.95,130.39,128.52,130.36,88844600.0,0,18.30239934538381,0.014501744861224962,127.9,0.019051145384563806,6.484635235635252,0.7834394904458599,6.532334292222349,0.02209330048302526,0.013301522314257911
471,2021-04-09,0.7948290241868223,AAPL,0.01,630.0,-0.0035012842677745,9762.0,0.25,0.36519999999999997,129.8,133.04,129.47,133.0,106686700.0,0,18.485407069328616,0.02750385207800427,130.36,0.020049274252392953,6.447305862541213,0.8084677419354839,6.484635235635252,0.014501744861224962,0.019051145384563806
474,2021-04-12,0.7095808383233533,AAPL,0.01,571.0,0.0010929592379624,9762.0,0.25,0.36519999999999997,132.52,132.85,130.63,131.24,91420000.0,0,18.3309748418064,0.01675218834766433,133.0,-0.013321420128852783,6.349138991379798,0.7948290241868223,6.447305862541213,0.02750385207800427,0.020049274252392953
475,2021-04-13,0.8320610687022901,AAPL,0.01,834.0,0.005080739482489,9762.0,0.25,0.36519999999999997,132.44,134.66,131.93,134.43,91266500.0,0,18.329294366955292,0.020613107820853658,131.24,0.024015909373260473,6.727431724850855,0.7095808383233533,6.349138991379798,0.01675218834766433,0.013321420128852783
476,2021-04-14,0.6882758620689655,AAPL,0.01,658.0,0.0038348837596948,9762.0,0.25,0.36519999999999997,134.94,135.0,131.66,132.03,87222800.0,0,18.283976334057236,0.024751741512913043,134.43,-0.018014447975051678,6.490723534502507,0.8320610687022901,6.727431724850855,0.020613107820853658,0.024015909373260473
477,2021-04-15,0.6794258373205742,AAPL,0.01,658.0,0.0068469013982233,9762.0,0.25,0.2924,133.82,135.0,133.64,134.5,89347100.0,0,18.308039353604062,0.010162905394547785,132.03,0.018535029550784017,6.490723534502507,0.6882758620689655,6.490723534502507,0.024751741512913043,0.018014447975051678
478,2021-04-16,0.5969868173258004,AAPL,0.01,579.0,0.0087752521657482,9762.0,0.25,0.2924,134.3,134.67,133.28,134.16,84922400.0,0,18.257248468068973,0.010349962769147332,134.5,-0.0025310815269403803,6.363028103540465,0.6794258373205742,6.490723534502507,0.010162905394547785,0.018535029550784017
481,2021-04-19,0.6837060702875399,AAPL,0.01,656.0,0.0010776903695822,9762.0,0.25,0.2924,133.51,135.47,133.34,134.84,94264200.0,0,18.3616120466823,0.015953861132802463,134.16,0.005055772850906507,6.48768401848461,0.5969868173258004,6.363028103540465,0.010349962769147332,0.0025310815269403803
482,2021-04-20,0.6466492602262838,AAPL,0.01,2104.0,0.0105210800769908,9762.0,0.25,0.2924,135.02,135.53,131.81,133.11,94812300.0,0,18.367409716191457,0.02755147385368452,134.84,-0.012913036306932081,7.652070746116482,0.6837060702875399,6.48768401848461,0.015953861132802463,0.005055772850906507
483,2021-04-21,0.7492625368731564,AAPL,0.01,1755.0,0.006783810697568,9762.0,0.25,0.2924,132.36,133.75,131.3,133.5,68847100.0,0,18.04739867622486,0.018510123903104313,133.11,0.002925623781376236,7.470793774195062,0.6466492602262838,7.652070746116482,0.02755147385368452,0.012913036306932081
